REF_DATE;LOAN_ID;PARTNER_ID;COLL_ID;COLL_TYPE;PROCESSING;CURRENCY;REM_MTR;ORIG_MTR;END_DATE;PRODUCT;EXPOSURE;EAD;LGD;EL;RWA
29.9.2023;7483212208kvmo41;ltgjy525jn8407;;UNS;CE;EUR;62;736;30.11.2023;Credit Cards;44.32;44.32;0.5399965;0.15;26.86
29.9.2023;8892210628aivy37;ltgjy525jn8407;;UNS;OB;EUR;62;736;30.11.2023;Credit Cards;5032.56;1775.51;0.5399965;5.95;1075.97
29.9.2023;6195642024sigt47;ltgjy525jn8407;;UNS;OB;BGN;722;2005;20.9.2025;Guarantee;0;0;0.6206517;0;0
29.9.2023;6195642024sigt47;ltgjy525jn8407;nuekp933ce7579xexbrx;FIN;OB;BGN;722;2005;20.9.2025;Guarantee;14039.46;2807.89;0;0;0
29.9.2023;2398699661fqyt13;ltgjy525jn8407;;UNS;OB;BGN;722;2005;20.9.2025;Guarantee;0;0;0.6206517;0;0
29.9.2023;4213829774kioy13;ltgjy525jn8407;;UNS;OB;BGN;282;1082;7.7.2024;Guarantee;40523.47;8104.7;0.6206517;31.2;6492.36
29.9.2023;3153081517mqmf50;ltgjy525jn8407;;UNS;OB;BGN;282;1082;7.7.2024;Guarantee;0;0;0.6206517;0;0
29.9.2023;8064397168oivu34;ltgjy525jn8407;;UNS;OB;BGN;215;618;1.5.2024;Guarantee;87251.18;17450.23;0.6206517;67.17;13423.14
29.9.2023;6715813217rhmj41;ltgjy525jn8407;;UNS;OB;BGN;215;618;1.5.2024;Guarantee;0;0;0.6206517;0;0
29.9.2023;2412462698bpyz84;ltgjy525jn8407;;UNS;OB;BGN;538;905;20.3.2025;Guarantee;26227.25;5245.45;0.6206517;20.19;4840.02
29.9.2023;9180623971tmti91;ltgjy525jn8407;;UNS;OB;BGN;538;905;20.3.2025;Guarantee;0;0;0.6206517;0;0
29.9.2023;8008672308mziq26;ltgjy525jn8407;;UNS;OB;BGN;1;317;30.9.2023;Guarantee;110325.13;22065.03;0.6206517;84.93;14729.19
29.9.2023;6341161115ewar25;ltgjy525jn8407;;UNS;OB;BGN;1;317;30.9.2023;Guarantee;0;0;0.6206517;0;0
29.9.2023;3746104975ezpo67;ltgjy525jn8407;;UNS;OB;BGN;1;317;30.9.2023;Guarantee;219520.82;43904.16;0.6206517;168.99;29307.58
29.9.2023;6670550786nduy98;ltgjy525jn8407;;UNS;OB;BGN;1;317;30.9.2023;Guarantee;0;0;0.6206517;0;0
29.9.2023;7521421178cnhu13;ltgjy525jn8407;;UNS;OB;BGN;1037;1237;1.8.2026;Guarantee;1423718.72;284743.74;0.6206517;1096.02;330252.61
29.9.2023;7945469062exse49;ltgjy525jn8407;;UNS;OB;BGN;1037;1237;1.8.2026;Guarantee;0;0;0.6206517;0;0
29.9.2023;2554034077hgku18;ltgjy525jn8407;;UNS;OB;BGN;214;363;30.4.2024;Guarantee;197820.18;39564.03;0.6206517;152.29;30414.82
29.9.2023;6895385037ejbb24;ltgjy525jn8407;;UNS;OB;BGN;214;363;30.4.2024;Guarantee;0;0;0.6206517;0;0
29.9.2023;3113451201djjd17;ltgjy525jn8407;;UNS;OB;BGN;639;675;29.6.2025;Guarantee;50502.27;10100.46;0.6206517;38.88;9804.53
29.9.2023;7516933953azuj70;ltgjy525jn8407;;UNS;OB;BGN;639;675;29.6.2025;Guarantee;0;0;0.6206517;0;0
29.9.2023;1053205730ywze26;ltgjy525jn8407;;UNS;OB;EUR;1;1;31.12.3999;Guarantee;-0.12;0;0.6206517;0;0
29.9.2023;1053205730ywze26;ltgjy525jn8407;jfnij141pk2225glpmln;FIN;OB;EUR;1;1;31.12.3999;Guarantee;11535636.94;2307127.34;0;0;0
29.9.2023;6967207353ykiy35;ltgjy525jn8407;;UNS;OB;EUR;1;1;31.12.3999;Guarantee;0;0;0.6206517;0;0
29.9.2023;8534381102mdut56;ltgjy525jn8407;;UNS;OB;EUR;1;1;31.12.3999;Guarantee;-0.09;0;0.6206517;0;0
29.9.2023;8534381102mdut56;ltgjy525jn8407;yfdvg231ik7428yamiiy;FIN;OB;EUR;1;1;31.12.3999;Guarantee;4435819.38;887163.88;0;0;0
29.9.2023;2779919964voyv72;ltgjy525jn8407;;UNS;OB;EUR;1;1;31.12.3999;Guarantee;0;0;0.6206517;0;0
29.9.2023;1272559114ktdz19;jjfyz653iw6548;;UNS;CE;BGN;547;2927;29.3.2025;Credit Cards;107.86;107.86;0.5399965;1.08;129.84
29.9.2023;2150906888tkmo82;jjfyz653iw6548;;UNS;OB;BGN;547;2927;29.3.2025;Credit Cards;386.7;142.37;0.5399965;1.43;171.39
29.9.2023;6778916383fpes81;jjfyz653iw6548;;UNS;CE;BGN;547;2927;29.3.2025;Credit Cards;82.23;82.23;0.5399965;0.82;98.99
29.9.2023;7674424727xnwq86;jjfyz653iw6548;;UNS;OB;BGN;547;2927;29.3.2025;Credit Cards;1969.73;699.23;0.5399965;7;841.73
29.9.2023;6286852201ipsx66;qvajo192sx6083;;UNS;CE;BGN;2360;3652;16.3.2030;Corporate loan;170.72;170.72;0.9836002;167.92;55.73
29.9.2023;9103315015iotd60;qvajo192sx6083;;UNS;OB;BGN;2360;3652;16.3.2030;Corporate loan;0;0;0.9836002;0;0
29.9.2023;1564609833czov67;qvajo192sx6083;;UNS;CE;BGN;2360;3652;16.3.2030;Corporate loan;316.34;316.34;0.9836002;311.15;101.03
29.9.2023;1551962004wmtj72;qvajo192sx6083;;UNS;OB;BGN;2360;3652;16.3.2030;Corporate loan;0;0;0.9836002;0;0
29.9.2023;8674437642nbvi27;qvajo192sx6083;;UNS;CE;BGN;2368;3652;24.3.2030;Corporate loan;1533.48;1533.48;0.9836002;1508.33;473.6
29.9.2023;4318068324obgt58;qvajo192sx6083;;UNS;OB;BGN;2368;3652;24.3.2030;Corporate loan;0;0;0.9836002;0;0
29.9.2023;5505037245rizp37;qvajo192sx6083;;UNS;CE;BGN;2368;3652;24.3.2030;Corporate loan;209.48;209.48;0.9836002;206.05;67.84
29.9.2023;9709759777xflu96;qvajo192sx6083;;UNS;OB;BGN;2368;3652;24.3.2030;Corporate loan;0;0;0.9836002;0;0
29.9.2023;1482908590abew75;qvajo192sx6083;;UNS;CE;BGN;2368;3652;24.3.2030;Corporate loan;342.25;342.25;0.9836002;336.64;109.05
29.9.2023;3170955328qyui89;qvajo192sx6083;;UNS;OB;BGN;2368;3652;24.3.2030;Corporate loan;0;0;0.9836002;0;0
29.9.2023;5164118272bwyx63;qvajo192sx6083;;UNS;CE;BGN;2410;3652;5.5.2030;Corporate loan;151.91;151.91;0.9836002;149.42;49.83
29.9.2023;6777493723kmsp14;qvajo192sx6083;;UNS;OB;BGN;2410;3652;5.5.2030;Corporate loan;0;0;0.9836002;0;0
29.9.2023;7039874568ksno12;qvajo192sx6083;;UNS;CE;BGN;2459;3652;23.6.2030;Corporate loan;244.81;244.81;0.9836002;240.79;78.84
29.9.2023;2547162855gdmu50;qvajo192sx6083;;UNS;OB;BGN;2459;3652;23.6.2030;Corporate loan;0;0;0.9836002;0;0
29.9.2023;7472400443zfcx36;qvajo192sx6083;;UNS;CE;BGN;2459;3652;23.6.2030;Corporate loan;162.38;162.38;0.9836002;159.72;53.12
29.9.2023;7792430981schh63;qvajo192sx6083;;UNS;OB;BGN;2459;3652;23.6.2030;Corporate loan;0;0;0.9836002;0;0
29.9.2023;9518171806oilp76;qvajo192sx6083;;UNS;CE;BGN;2703;3652;22.2.2031;Corporate loan;198.67;198.67;0.9836002;195.41;64.46
29.9.2023;7754004915wevr36;qvajo192sx6083;;UNS;OB;BGN;2703;3652;22.2.2031;Corporate loan;0;0;0.9836002;0;0
29.9.2023;4151451484croj48;qvajo192sx6083;;UNS;CE;BGN;1;4779;30.9.2023;Overdraft;15533.28;15533.28;0.9836002;15278.54;2219.08
29.9.2023;6856024775ffgv16;qvajo192sx6083;;UNS;OB;BGN;1;4779;30.9.2023;Overdraft;0;0;0.9836002;0;27.2
29.9.2023;9658863181objl52;qvajo192sx6083;;UNS;CE;BGN;1;1780;30.9.2023;Overdraft;39955.11;39955.11;0.9836002;39299.86;5688.03
29.9.2023;4910982531yvzp13;qvajo192sx6083;;UNS;OB;BGN;1;1780;30.9.2023;Overdraft;0;0;0.9836002;0;69.72
29.9.2023;9412010803mqbg54;qvajo192sx6083;;UNS;CE;BGN;1;4260;30.9.2023;Overdraft;104160.19;104160.19;0.9836002;102451.99;14795.13
29.9.2023;1233784779atue65;qvajo192sx6083;;UNS;OB;BGN;1;4260;30.9.2023;Overdraft;0;0;0.9836002;0;181.35
29.9.2023;2334826661vpvj45;qvajo192sx6083;;UNS;CE;BGN;1;3061;30.9.2023;Corporate loan;5216.08;5216.08;0.9836002;5130.53;750.13
29.9.2023;3535763253cazl29;qvajo192sx6083;;UNS;OB;BGN;1;3061;30.9.2023;Corporate loan;0;0;0.9836002;0;3.22
29.9.2023;3114104123hviw11;inkyg181ne3674;;UNS;CE;BGN;545;2844;27.3.2025;Investment Loan;0;0;0.5658652;0;0
29.9.2023;3114104123hviw11;inkyg181ne3674;jxmar527er2798gqyfzh;CRE;CE;BGN;545;2844;27.3.2025;Investment Loan;79102.18;79102.18;0;0;0
29.9.2023;3114104123hviw11;inkyg181ne3674;xqtti293vu3832zrdcvb;CRE;CE;BGN;545;2844;27.3.2025;Investment Loan;50987.89;50987.89;0;0;0
29.9.2023;9885456693rijd30;inkyg181ne3674;;UNS;OB;BGN;545;2844;27.3.2025;Investment Loan;0;0;0.5658652;0;0
29.9.2023;9885456693rijd30;inkyg181ne3674;xqtti293vu3832zrdcvb;CRE;OB;BGN;545;2844;27.3.2025;Investment Loan;0;0;0;0;0
29.9.2023;5640009493ezkn59;inkyg181ne3674;;UNS;CE;BGN;639;5479;29.6.2025;Overdraft;0;0;0.6206517;0;0
29.9.2023;5640009493ezkn59;inkyg181ne3674;jxmar527er2798gqyfzh;CRE;CE;BGN;639;5479;29.6.2025;Overdraft;313722.09;313722.09;0;0;0
29.9.2023;2991369753ccab35;inkyg181ne3674;;UNS;OB;BGN;639;5479;29.6.2025;Overdraft;0;0;0.6206517;0;0
29.9.2023;2991369753ccab35;inkyg181ne3674;jxmar527er2798gqyfzh;CRE;OB;BGN;639;5479;29.6.2025;Overdraft;106892.74;54058.13;0;0;0
29.9.2023;7390459186kkox72;inkyg181ne3674;;UNS;CE;BGN;25;3652;24.10.2023;Overdraft;0;0;0.6206517;0;0
29.9.2023;2335786161lkbz20;inkyg181ne3674;;UNS;OB;BGN;25;3652;24.10.2023;Overdraft;0;0;0.6206517;0;0
29.9.2023;2335786161lkbz20;inkyg181ne3674;jxmar527er2798gqyfzh;CRE;OB;BGN;25;3652;24.10.2023;Overdraft;105289.84;50599.17;0;0;0
29.9.2023;1344267111fesi65;eivto524lo2577;;UNS;CE;EUR;487;4387;28.1.2025;Credit Cards;935.63;1037.66;0.4890899;0.68;412.18
29.9.2023;2445822310ihrw55;eivto524lo2577;;UNS;OB;EUR;487;4387;28.1.2025;Credit Cards;2081.89;927.8;0.4890899;0.61;368.54
29.9.2023;3975367850vgxl86;eivto524lo2577;;UNS;CE;EUR;487;4387;28.1.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;5293903239gavh57;eivto524lo2577;;UNS;OB;EUR;487;4387;28.1.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;295.41
29.9.2023;5557361156skwe75;eivto524lo2577;;UNS;CE;EUR;487;4387;28.1.2025;Credit Cards;63.15;71.2;0.4890899;0.05;28.28
29.9.2023;4733175515bekk63;eivto524lo2577;;UNS;OB;EUR;487;4387;28.1.2025;Credit Cards;2964.6;1106.04;0.4890899;0.72;439.34
29.9.2023;5280417577uqfz35;eivto524lo2577;;UNS;CE;EUR;487;4387;28.1.2025;Credit Cards;992.09;1107.55;0.4890899;0.72;439.94
29.9.2023;8431019507yzso13;eivto524lo2577;;UNS;OB;EUR;487;4387;28.1.2025;Credit Cards;4075.01;1672.83;0.4890899;1.09;664.49
29.9.2023;7605444124dnru58;eivto524lo2577;;UNS;CE;EUR;487;4382;28.1.2025;Credit Cards;731.98;814.85;0.4890899;0.53;323.68
29.9.2023;4957449397nwsr56;eivto524lo2577;;UNS;OB;EUR;487;4382;28.1.2025;Credit Cards;2283.89;967.96;0.4890899;0.63;384.5
29.9.2023;7288937291gxpc99;eivto524lo2577;;UNS;CE;EUR;487;4382;28.1.2025;Credit Cards;475.62;532.02;0.4890899;0.35;211.33
29.9.2023;4857963886srds92;eivto524lo2577;;UNS;OB;EUR;487;4382;28.1.2025;Credit Cards;2541.53;1019.8;0.4890899;0.67;405.09
29.9.2023;1887195699xycz16;eivto524lo2577;;UNS;CE;EUR;487;4387;28.1.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;5498491982jcin97;eivto524lo2577;;UNS;OB;EUR;487;4387;28.1.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;295.41
29.9.2023;9812341136fykd31;eivto524lo2577;;UNS;CE;EUR;487;4382;28.1.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;6698223003oneq63;eivto524lo2577;;UNS;OB;EUR;487;4382;28.1.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;295.41
29.9.2023;8729292745buis55;eivto524lo2577;;UNS;CE;EUR;487;4341;28.1.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;9519096682jiji79;eivto524lo2577;;UNS;OB;EUR;487;4341;28.1.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;295.41
29.9.2023;8567477138qmyu92;eivto524lo2577;;UNS;CE;EUR;487;4341;28.1.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;4179699397jgnb85;eivto524lo2577;;UNS;OB;EUR;487;4341;28.1.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;295.41
29.9.2023;5430431053jlul15;eivto524lo2577;;UNS;CE;EUR;487;4341;28.1.2025;Credit Cards;1416.36;1556.63;0.4890899;1.02;618.33
29.9.2023;7681937012whqt59;eivto524lo2577;;UNS;OB;EUR;487;4341;28.1.2025;Credit Cards;1601.51;832.21;0.4890899;0.54;330.57
29.9.2023;2498835616wyyq91;eivto524lo2577;;UNS;CE;EUR;487;4341;28.1.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;4325385103myoh34;eivto524lo2577;;UNS;OB;EUR;487;4341;28.1.2025;Credit Cards;3036.16;1120.72;0.4890899;0.73;445.18
29.9.2023;6175307365hiil31;eivto524lo2577;;UNS;CE;EUR;515;4360;25.2.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;7619546481iuty61;eivto524lo2577;;UNS;OB;EUR;515;4360;25.2.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;302.59
29.9.2023;2071106242avyu59;eivto524lo2577;;UNS;CE;EUR;304;3650;29.7.2024;Credit Cards;551.63;620.76;0.4890899;0.41;207.42
29.9.2023;8278159687zkuy27;eivto524lo2577;;UNS;OB;EUR;304;3650;29.7.2024;Credit Cards;9642.81;3654.14;0.4890899;2.39;1220.96
29.9.2023;3285002283ajbz76;eivto524lo2577;;UNS;CE;EUR;547;3666;29.3.2025;Credit Cards;799.89;882.62;0.4890899;0.58;368.85
29.9.2023;5178792282fzzb75;eivto524lo2577;;UNS;OB;EUR;547;3666;29.3.2025;Credit Cards;1199.98;579.21;0.4890899;0.38;242.06
29.9.2023;3613720469atup24;eivto524lo2577;;UNS;CE;EUR;547;3666;29.3.2025;Credit Cards;673.13;745.33;0.4890899;0.49;311.48
29.9.2023;5586521411xdab23;eivto524lo2577;;UNS;OB;EUR;547;3666;29.3.2025;Credit Cards;1324.19;603.69;0.4890899;0.39;252.29
29.9.2023;4526115747yljk20;eivto524lo2577;;UNS;CE;EUR;547;3665;29.3.2025;Credit Cards;638.4;707.61;0.4890899;0.46;295.72
29.9.2023;2025007482usva67;eivto524lo2577;;UNS;OB;EUR;547;3665;29.3.2025;Credit Cards;1360;611;0.4890899;0.4;255.34
29.9.2023;3102747638cuqh11;eivto524lo2577;;UNS;CE;EUR;152;2171;28.2.2024;Credit Cards;0;0;0.4890899;0;0
29.9.2023;4022655051kkwm27;eivto524lo2577;;UNS;OB;EUR;152;2171;28.2.2024;Credit Cards;2014.8;743.7;0.4890899;0.49;209.52
29.9.2023;5591040436movl35;eivto524lo2577;;UNS;CE;EUR;336;2194;30.8.2024;Credit Cards;0;0;0.4890899;0;0
29.9.2023;1532746394ocvd63;eivto524lo2577;;UNS;OB;EUR;336;2194;30.8.2024;Credit Cards;2014.8;743.7;0.4890899;0.49;256.7
29.9.2023;9009153166fpjj18;eivto524lo2577;;UNS;CE;EUR;609;2186;30.5.2025;Credit Cards;113.75;127.98;0.4890899;0.08;56.22
29.9.2023;1814790006qelg23;eivto524lo2577;;UNS;OB;EUR;609;2186;30.5.2025;Credit Cards;1893;719.05;0.4890899;0.47;315.87
29.9.2023;4323103030imbb62;eivto524lo2577;;UNS;CE;EUR;609;2186;30.5.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;2105774385wqgc63;eivto524lo2577;;UNS;OB;EUR;609;2186;30.5.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;326.7
29.9.2023;4147435731mbvd42;eivto524lo2577;;UNS;CE;EUR;670;2165;30.7.2025;Credit Cards;1179;1287.47;0.4890899;0.84;592.64
29.9.2023;7682434087jkny16;eivto524lo2577;;UNS;OB;EUR;670;2165;30.7.2025;Credit Cards;830.35;506.63;0.4890899;0.33;233.21
29.9.2023;3456649644zelj17;eivto524lo2577;;UNS;CE;EUR;670;2163;30.7.2025;Credit Cards;129.62;145.75;0.4890899;0.1;67.09
29.9.2023;4233204463xwoq84;eivto524lo2577;;UNS;OB;EUR;670;2163;30.7.2025;Credit Cards;1874.06;714.83;0.4890899;0.47;329.05
29.9.2023;1273622476pkyu94;eivto524lo2577;;UNS;CE;EUR;124;1430;31.1.2024;Credit Cards;424.67;473.55;0.4890899;0.31;128.84
29.9.2023;4840830890jctv35;eivto524lo2577;;UNS;OB;EUR;124;1430;31.1.2024;Credit Cards;1574.25;654.01;0.4890899;0.43;177.94
29.9.2023;9590918711trdv22;eivto524lo2577;;UNS;CE;EUR;489;1464;30.1.2025;Credit Cards;181.33;203.6;0.4890899;0.13;81.01
29.9.2023;9258590528hoei27;eivto524lo2577;;UNS;OB;EUR;489;1464;30.1.2025;Credit Cards;1822.03;704.37;0.4890899;0.46;280.28
29.9.2023;9062736436zizb95;eivto524lo2577;;UNS;CE;EUR;62;751;30.11.2023;Credit Cards;159.14;178.79;0.4890899;0.12;44.82
29.9.2023;6808938375ufqq95;eivto524lo2577;;UNS;OB;EUR;62;751;30.11.2023;Credit Cards;1843.69;708.63;0.4890899;0.46;177.65
29.9.2023;1891240229tgub90;eivto524lo2577;;UNS;CE;EUR;245;728;31.5.2024;Credit Cards;322.05;360.17;0.4890899;0.24;113.02
29.9.2023;3497407182awrq35;eivto524lo2577;;UNS;OB;EUR;245;728;31.5.2024;Credit Cards;1678.53;675.17;0.4890899;0.44;211.86
29.9.2023;1948638978gxhj54;eivto524lo2577;;UNS;CE;EUR;245;729;31.5.2024;Credit Cards;1160.01;1267.3;0.4890899;0.83;397.67
29.9.2023;6666008545yocm48;eivto524lo2577;;UNS;OB;EUR;245;729;31.5.2024;Credit Cards;847.28;509.76;0.4890899;0.33;159.96
29.9.2023;4872805556oycl37;eivto524lo2577;;UNS;CE;EUR;245;724;31.5.2024;Credit Cards;297.73;333.18;0.4890899;0.22;104.55
29.9.2023;6795752731rnpy17;eivto524lo2577;;UNS;OB;EUR;245;724;31.5.2024;Credit Cards;1701.99;679.77;0.4890899;0.44;213.31
29.9.2023;9660306476aidb11;eivto524lo2577;;UNS;CE;EUR;245;721;31.5.2024;Credit Cards;0;0;0.4890899;0;0
29.9.2023;9874790238ydxj41;eivto524lo2577;;UNS;OB;EUR;245;721;31.5.2024;Credit Cards;2014.8;743.7;0.4890899;0.49;233.37
29.9.2023;1625466746aqsu98;eivto524lo2577;;UNS;CE;EUR;275;692;30.6.2024;Credit Cards;0;0;0.4890899;0;0
29.9.2023;5583187029aypw33;eivto524lo2577;;UNS;OB;EUR;275;692;30.6.2024;Credit Cards;2014.8;743.7;0.4890899;0.49;241.06
29.9.2023;7173399495mjsf61;eivto524lo2577;;UNS;CE;EUR;275;740;30.6.2024;Credit Cards;0.59;0.67;0.4890899;0;0.22
29.9.2023;2972210867avez32;eivto524lo2577;;UNS;OB;EUR;275;740;30.6.2024;Credit Cards;2012.76;743.29;0.4890899;0.49;240.93
29.9.2023;8926450274synx27;eivto524lo2577;;UNS;CE;EUR;275;746;30.6.2024;Credit Cards;0;0;0.4890899;0;0
29.9.2023;3316196198roux57;eivto524lo2577;;UNS;OB;EUR;275;746;30.6.2024;Credit Cards;2014.8;743.7;0.4890899;0.49;241.06
29.9.2023;5065045630ydiz70;eivto524lo2577;;UNS;CE;EUR;275;741;30.6.2024;Credit Cards;0;0;0.4890899;0;0
29.9.2023;5952541333aqaa90;eivto524lo2577;;UNS;OB;EUR;275;741;30.6.2024;Credit Cards;2014.8;743.7;0.4890899;0.49;241.06
29.9.2023;4612291512catp99;eivto524lo2577;;UNS;CE;EUR;275;737;30.6.2024;Credit Cards;738.08;815.85;0.4890899;0.53;264.44
29.9.2023;4637002303pgoc21;eivto524lo2577;;UNS;OB;EUR;275;737;30.6.2024;Credit Cards;1261.9;591.6;0.4890899;0.39;191.76
29.9.2023;3136705020iuem43;eivto524lo2577;;UNS;CE;EUR;275;740;30.6.2024;Credit Cards;1340.74;1456.85;0.4890899;0.95;472.21
29.9.2023;5882519207frsg92;eivto524lo2577;;UNS;OB;EUR;275;740;30.6.2024;Credit Cards;663.5;472.4;0.4890899;0.31;153.12
29.9.2023;9361907640cmpf57;eivto524lo2577;;UNS;CE;EUR;337;746;31.8.2024;Credit Cards;954.2;1048.09;0.4890899;0.69;362.12
29.9.2023;8447338294rzly45;eivto524lo2577;;UNS;OB;EUR;337;746;31.8.2024;Credit Cards;1042.28;547.26;0.4890899;0.36;189.08
29.9.2023;9855689207lgsx31;eivto524lo2577;;UNS;CE;EUR;337;750;31.8.2024;Credit Cards;0;0;0.4890899;0;0
29.9.2023;6682384776zzfw68;eivto524lo2577;;UNS;OB;EUR;337;750;31.8.2024;Credit Cards;2014.8;743.7;0.4890899;0.49;256.95
29.9.2023;2095871481idmq76;eivto524lo2577;;UNS;CE;EUR;337;733;31.8.2024;Credit Cards;905.29;995.7;0.4890899;0.65;344.02
29.9.2023;7534835948sboc91;eivto524lo2577;;UNS;OB;EUR;337;733;31.8.2024;Credit Cards;1090;556.62;0.4890899;0.36;192.32
29.9.2023;7734424495jqvn61;eivto524lo2577;;UNS;CE;EUR;367;748;30.9.2024;Credit Cards;419.17;467.45;0.4890899;0.31;166.34
29.9.2023;6690541128whmt50;eivto524lo2577;;UNS;OB;EUR;367;748;30.9.2024;Credit Cards;1578.55;654.7;0.4890899;0.43;232.98
29.9.2023;4488006783mrgh38;eivto524lo2577;;UNS;CE;EUR;367;727;30.9.2024;Credit Cards;34.44;38.83;0.4890899;0.03;13.82
29.9.2023;8687221843ucmn55;eivto524lo2577;;UNS;OB;EUR;367;727;30.9.2024;Credit Cards;1974;735.31;0.4890899;0.48;261.66
29.9.2023;8956739510yabz19;eivto524lo2577;;UNS;CE;EUR;398;730;31.10.2024;Credit Cards;0;0;0.4890899;0;0
29.9.2023;3061959731lses60;eivto524lo2577;;UNS;OB;EUR;398;730;31.10.2024;Credit Cards;2014.8;743.7;0.4890899;0.49;272.6
29.9.2023;7008006319zbnn24;eivto524lo2577;;UNS;CE;EUR;490;730;31.1.2025;Credit Cards;4.4;4.97;0.4890899;0;1.98
29.9.2023;3676886852qajn99;eivto524lo2577;;UNS;OB;EUR;490;730;31.1.2025;Credit Cards;2014.8;744.72;0.4890899;0.49;296.59
29.9.2023;8397562006rliz86;eivto524lo2577;;UNS;CE;EUR;490;732;31.1.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;1993823294ukmd13;eivto524lo2577;;UNS;OB;EUR;490;732;31.1.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;296.18
29.9.2023;9442319636ehiq86;eivto524lo2577;;UNS;CE;EUR;518;717;28.2.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;8895038752jxkg23;eivto524lo2577;;UNS;OB;EUR;518;717;28.2.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;303.36
29.9.2023;3729190813othq12;eivto524lo2577;;UNS;CE;EUR;549;704;31.3.2025;Credit Cards;208.41;233.85;0.4890899;0.15;97.89
29.9.2023;4509041106gkwv64;eivto524lo2577;;UNS;OB;EUR;549;704;31.3.2025;Credit Cards;1795.57;699.15;0.4890899;0.46;292.66
29.9.2023;5048833132puig58;eivto524lo2577;;UNS;CE;EUR;549;727;31.3.2025;Credit Cards;746.92;825.54;0.4890899;0.54;345.57
29.9.2023;6288499292mzyl70;eivto524lo2577;;UNS;OB;EUR;549;727;31.3.2025;Credit Cards;1256.08;590.84;0.4890899;0.39;247.32
29.9.2023;3366565561ympm94;eivto524lo2577;;UNS;CE;EUR;549;727;31.3.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;2611335286vjpp33;eivto524lo2577;;UNS;OB;EUR;549;727;31.3.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;311.31
29.9.2023;9646397099nymv74;eivto524lo2577;;UNS;CE;EUR;549;727;31.3.2025;Credit Cards;1.19;1.35;0.4890899;0;0.57
29.9.2023;7376630706ccns73;eivto524lo2577;;UNS;OB;EUR;549;727;31.3.2025;Credit Cards;2011.86;743.11;0.4890899;0.49;311.06
29.9.2023;6867462587ftph96;eivto524lo2577;;UNS;CE;EUR;610;745;31.5.2025;Credit Cards;369.05;412.16;0.4890899;0.27;181.2
29.9.2023;7525514417lrxh86;eivto524lo2577;;UNS;OB;EUR;610;745;31.5.2025;Credit Cards;1629.37;665;0.4890899;0.44;292.35
29.9.2023;6375506713wudr95;eivto524lo2577;;UNS;CE;EUR;671;727;31.7.2025;Credit Cards;2.7;3.05;0.4890899;0;1.41
29.9.2023;1277668136tsvg24;eivto524lo2577;;UNS;OB;EUR;671;727;31.7.2025;Credit Cards;2009.82;742.68;0.4890899;0.49;342.12
29.9.2023;9993918718voka19;eivto524lo2577;;UNS;CE;EUR;671;702;31.7.2025;Credit Cards;0;0;0.4890899;0;0
29.9.2023;4443527474lfee89;eivto524lo2577;;UNS;OB;EUR;671;702;31.7.2025;Credit Cards;2014.8;743.7;0.4890899;0.49;342.59
29.9.2023;5562082504wklj42;eivto524lo2577;;UNS;CE;EUR;732;733;30.9.2025;Credit Cards;43.89;49.47;0.4890899;0.03;23.83
29.9.2023;1369635700eyop40;eivto524lo2577;;UNS;OB;EUR;732;733;30.9.2025;Credit Cards;1963.8;733.22;0.4890899;0.48;353.18
29.9.2023;5132683638idop61;dfqjx707ii5560;;UNS;CE;BGN;273;3676;28.6.2024;Credit Cards;455.35;455.35;0.5399965;27.65;868.53
29.9.2023;5275300609vuhq96;dfqjx707ii5560;;UNS;OB;BGN;273;3676;28.6.2024;Credit Cards;6034.77;937.98;0.5399965;56.96;1789.09
29.9.2023;8468249451ixiq53;dfqjx707ii5560;;UNS;OB;BGN;124;189;31.1.2024;Guarantee;158041.23;31608.24;0.6206517;2205.97;67511.44
29.9.2023;8044690762rott26;dfqjx707ii5560;;UNS;OB;BGN;124;189;31.1.2024;Guarantee;0;0;0.6206517;0;0
29.9.2023;1078126773ilti12;hvbbc824ud3623;;UNS;CE;EUR;1;365;30.9.2023;Overdraft;44.99;44.99;0.8995024;40.47;19.05
